Reaction_ID,Reaction_name,Subsystem
ORN_Dte,"Transport of Ornithine, Extracellular Space","Transport, extracellular"
EX_orn__D_e,Exchange of Ornithine,Exchange/demand reaction
5G2OXPTtx,"Transport of 5-Guanidino-2-Oxopentanoic Acid, Peroxisomal","Transport, peroxisomal"
5G2OXPTte,"Transport of 5-Guanidino-2-Oxopentanoic Acid, Extracellular","Transport, extracellular"
EX_5g2oxpt_e,Exchange of 5-Guanidino-2-Oxopentanoic Acid,Exchange/demand reaction
EX_andrstndn_e,"Exchange of Androst-4-Ene-3, 17-Dione",Exchange/demand reaction
DHEAte,Transport of 3Beta-Hydroxyandrost-5-En-17-One,"Transport, extracellular"
EX_dhea_e,Exchange of 3Beta-Hydroxyandrost-5-En-17-One,Exchange/demand reaction
EANDRSTRNtr,"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Endoplasmatic Reticulum","Transport, endoplasmic reticular"
EX_eandrstrn_e,Exchange of 16Alpha-Hydroxydehydroepiandrosterone,Exchange/demand reaction
AHANDROSTANtr,"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Endoplasmatic Reticulum","Transport, endoplasmic reticular"
EX_ahandrostan_e,Exchange of 3Alpha-Hydroxy-5Beta-Androstan-17-One,Exchange/demand reaction
ANDRSTANDRtr,"Transport of 5Alpha-Androstane-3, 17-Dione, Endoplasmatic Reticulum","Transport, endoplasmic reticular"
EX_andrstandn_e,"Exchange of 5Alpha-Androstane-3, 17-Dione",Exchange/demand reaction
EX_CE2209_e,"Exchange of 5Alpha-Androstane-3Alpha, 17Beta-Diol",Exchange/demand reaction
ESTRONEte,"Transport of Estrone, Extracellular","Transport, extracellular"
EX_estrone_e,Exchange of Estrone,Exchange/demand reaction
C05298te,"Transport of 2-Hydroxyestrone, Extracellular","Transport, extracellular"
EX_C05298_e,Exchange of 2-Hydroxyestrone,Exchange/demand reaction
EX_C05301_e,Exchange of 2-Hydroxyestradiol-17Beta,Exchange/demand reaction
EX_C05299_e,Exchange of 2-Methoxyestrone,Exchange/demand reaction
EX_C05302_e,Exchange of 2-Methoxyestradiol-17Beta,Exchange/demand reaction
EX_CE5072_e,Exchange of 21-Hydroxyallopregnanolone,Exchange/demand reaction
EX_11docrtsl_e,Exchange of 11-Deoxycortisol,Exchange/demand reaction
EX_11docrtstrn_e,Exchange of 11-Deoxycorticosterone,Exchange/demand reaction
EX_prgnlone_e,Exchange of Pregnenolone,Exchange/demand reaction
EX_CE2211_e,Exchange of Allopregnanolone,Exchange/demand reaction
EX_17ahprgstrn_e,Exchange of 17Alpha-Hydroxyprogesterone,Exchange/demand reaction
EX_17ahprgnlone_e,Exchange of 17Alpha-Hydroxypregnenolone,Exchange/demand reaction
EX_C03681_e,"Exchange of 5Alpha-Pregnane-3, 20-Dione",Exchange/demand reaction
HC02020tr,"Transport of Cholesterol-Ester-Palm, Endoplasmatic Reticulum, within Lipoproteins","Transport, endoplasmic reticular"
HC02020te,"Transport of Cholesterol-Ester-Palm, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_HC02020_e,Exchange of Cholesterol-Ester-Palm,Exchange/demand reaction
EX_prgnlones_e,Exchange of Pregnenolone Sulfate,Exchange/demand reaction
EX_CE1352_e,Exchange of 17Alpha-Hydroxypregnenolone Sulfate,Exchange/demand reaction
XOL24OHtr,"Transport of (24S)-24-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins","Transport, endoplasmic reticular"
XOL24OHte,"Transport of (24S)-24-Hydroxycholesterol, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_xol24oh_e,Exchange of (24S)-24-Hydroxycholesterol,Exchange/demand reaction
XOL27OHte,"Transport of 26-Hydroxycholesterol, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_xol27oh_e,Exchange of 26-Hydroxycholesterol,Exchange/demand reaction
XOL25OHtr,"Transport of 25-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins","Transport, endoplasmic reticular"
XOL25OHte,"Transport of 25-Hydroxycholesterol, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_xol25oh_e,Exchange of 25-Hydroxycholesterol,Exchange/demand reaction
DSMSTEROLtr,"Transport of Desmosterol, Endoplasmatic Reticulum, within Lipoproteins","Transport, endoplasmic reticular"
DSMSTEROLte,"Transport of Desmosterol, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_dsmsterol_e,Exchange of Desmosterol,Exchange/demand reaction
CHSTEROLSte,"Transport of Cholesterol Sulfate, Extracellular Space, within Lipoproteins","Transport, extracellular"
EX_chsterols_e,Exchange of Cholesterol Sulfate,Exchange/demand reaction
3ITYR_Lte,Transport of 3-Iodo-L-Tyrosine,"Transport, extracellular"
EX_3ityr__L_e,Exchange of 3-Iodo-L-Tyrosine,Exchange/demand reaction
35DIODTYRte,"Transport of 3, 5-Diiodo-L-Tyrosine","Transport, extracellular"
EX_35diotyr_e,"Exchange of 3, 5-Diiodo-L-Tyrosine",Exchange/demand reaction
13_CIS_RETNte,Transport of 13-Cis-Retinoate,"Transport, extracellular"
EX_13_cis_retn_e,Exchange of 13-Cis-Retinoate,Exchange/demand reaction
CE1617te,Transport of 9-Cis-Retinoate,"Transport, extracellular"
EX_CE1617_e,Exchange of 9-Cis-Retinoate,Exchange/demand reaction
IDL_HSSYN,Formation of IDL,Glycerophospholipid metabolism
IDL_HSDEG,Degradation of IDL,Glycerophospholipid metabolism
LDL_HSSYN,Formation of LDL,Glycerophospholipid metabolism
LDL_HSDEG,Degradation of LDL,Glycerophospholipid metabolism
HDL_HSSYN,Formation of HDL,Glycerophospholipid metabolism
HDL_HSDEG,Degradation of HDL,Glycerophospholipid metabolism
MYELIN_HSSYN,Formation of Myelin Sheath,Glycerophospholipid metabolism
DM_myelin_hs_c,Demand of Myelin Sheat,Exchange/demand reaction
HC00460te,"2, 5-Dihydroxybenzoate Diffusion, Cytosol","Transport, extracellular"
EX_HC00460_e,"Exchange of 2,5-Dihydroxybenzoate",Exchange/demand reaction
EX_34dhoxmand_e,"Exchange of 3,4-Dihydroxymandelate",Exchange/demand reaction
FNA5MOXAMte,"Formyl-N-Acetyl-5-Methoxykynurenamine Diffusion, Cytosol","Transport, extracellular"
EX_fna5moxam_e,Exchange of Formyl-N-Acetyl-5-Methoxykynurenamine,Exchange/demand reaction
CE5643te,"Peroxynitrite Diffusion, Cytosol","Transport, extracellular"
EX_CE5643_e,Exchange of Peroxynitrite,Exchange/demand reaction
EX_CE7090_e,"Exchange of 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid",Exchange/demand reaction
EX_CE7085_e,"Exchange of (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid",Exchange/demand reaction
EX_CE7096_e,"Exchange of 5,15-Dihydroxyeicosatetraenoic Acid",Exchange/demand reaction
EX_CE4877_e,Exchange of 15-Deoxy-Prostaglandin J2,Exchange/demand reaction
EX_CE1447_e,Exchange of 11-Dehydrothromboxane B2,Exchange/demand reaction
EX_CE2006_e,Exchange of 4-Hydroxy-2-Nonenal,Exchange/demand reaction
CE1401te,Transport of HomocysteineThiolactone ,"Transport, extracellular"
EX_CE1401_e,Exchange of Homocysteine Thiolactone,Exchange/demand reaction
GLUCYSte,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
EX_glucys_e,Exchange of Gamma-L-Glutamyl-L-Cysteine,Exchange/demand reaction
EX_n8aspmd_e,Exchange of N(8)-Acetylspermidine,Exchange/demand reaction
EX_CE6205_e,Exchange of 5-Methoxytryptophol,Exchange/demand reaction
MELATNte,"Melatonin Diffusion, Cytosol","Transport, extracellular"
EX_melatn_e,Exchange of Melatonine,Exchange/demand reaction
6HOXMELATNte,"6-Hydroxymelatonin Diffusion, Cytosol","Transport, extracellular"
EX_6hoxmelatn_e,Exchange of 6-Hydroxymelatonin,Exchange/demand reaction
EX_trypta_e,Exchange of Tryptamine,Exchange/demand reaction
C10164te,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_C10164_e,Exchange of Picolinic Acid,Exchange/demand reaction
EX_CE4890_e,Exchange of N-Methylsalsolinol,Exchange/demand reaction
EX_C09642_e,Exchange of (-)-Salsolinol,Exchange/demand reaction
C05769te2,Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_C05769_e,Exchange of Coproporphyrin I,Exchange/demand reaction
C05767te,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_C05767_e,Exchange of Uroporphyrin I,Exchange/demand reaction
C05770te3,Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_C05770_e,Exchange of Coproporphyrin Iii,Exchange/demand reaction
EX_mhista_e,Exchange of N(Tele)-Methylhistaminium,Exchange/demand reaction
PPBNGte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_ppbng_e,Exchange of Porphobilinogen,Exchange/demand reaction
EX_13dampp_e,Exchange of Trimethylenediaminium,Exchange/demand reaction
EX_mma_e,EX mma LPAREN e RPAREN ,Exchange/demand reaction
12PPDRte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_12ppd__R_e,"(R)-Propane-1,2-diol exchange",Exchange/demand reaction
AMETAMte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_ametam_e,Exchange of S-Adenosylmethioninamine,Exchange/demand reaction
XYLULte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_xylu__L_e,L-Xylulose exchange,Exchange/demand reaction
XYLUDte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_xylu__D_e,Exchange of Xylu D,Exchange/demand reaction
GLCNte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
CE0737te,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_CE0737_e,Exchange of Malonic Dialdehyde,Exchange/demand reaction
SPHGNSte,Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_sphings_e,Exchange of Sphingosine,Exchange/demand reaction
HDD2CRNte,Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_hdd2crn_e,Exchange of Trans-Hexadec-2-Enoyl Carnitine,Exchange/demand reaction
IM4ACte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_im4ac_e,Exchange of Imidazol-4-Ylacetate,Exchange/demand reaction
EX_CE1918_e,Exchange of 5-Hydroxytryptophol,Exchange/demand reaction
EX_mlthf_e,"Exchange of 5,10-Methylenetetrahydrofolate",Exchange/demand reaction
EX_ppp9_e,Exchange of Protoporphyrin,Exchange/demand reaction
AACTte,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_aact_e,Exchange of Ammonioacetone,Exchange/demand reaction
EX_CE2705_e,Exchange of Quinonoid Dihydrobiopterin,Exchange/demand reaction
SPHGNte,Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_sphgn_e,Exchange of Sphinganine,Exchange/demand reaction
SELMETHt2e,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_N1aspmd_e,Exchange of N(1)-Acetylspermidine,Exchange/demand reaction
C13856te,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular"
EX_1a25dhvitd3_e,Exchange of Calcitriol,Exchange/demand reaction
PRISTte,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
EX_prist_e,Exchange of Pristanic Acid,Exchange/demand reaction
CE2049te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
EX_CE2049_e,"Exchange of 12,13-Hydroxyoctadec-9(Z)-Enoate",Exchange/demand reaction
CE2047te,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular"
EX_CE2047_e,"Exchange of 9,10-Hydroxyoctadec-12(Z)-Enoate",Exchange/demand reaction
LANOSTt,Lanosterol reversible transport,"Transport, extracellular"
FDPte,Transport to Extracellular Space,"Transport, extracellular"
EX_fdp_e,"Exchange of D-Fructose 1,6-Bisphosphate",Exchange/demand reaction
EX_coke_e,Exchange of Cocaine,Exchange/demand reaction
COKEte,Transport of Cocaine,"Transport, extracellular"
COKEtr,"Transport of Cocaine, Endoplasmic Reticulum","Transport, endoplasmic reticular"
EX_5a2opntn_e,Exchange of 5-Amino-2-Oxopentanoic Acid,Exchange/demand reaction
5A2OPNTNte,"Transport of 5-Amino-2-Oxopentanoic Acid, Extracellular","Transport, extracellular"
5A2OPNTNtx,"Transport of 5-Amino-2-Oxopentanoic Acid, Peroxisome","Transport, peroxisomal"
ARG_Dtx,"Transport of D-Arginine, Peroxisome","Transport, peroxisomal"
ARG_Dte,"Transport of D-Arginine, Extracellular","Transport, extracellular"
EX_arg__D_e,Exchange of D-Arginine,Exchange/demand reaction
LANOSTtr,"Transport of Lanosterol, Endoplasmic Reticulum","Transport, endoplasmic reticular"
EX_idl_hs_e,Exchange of IDL Hs,Exchange/demand reaction
EX_ldl_hs_e,Exchange of LDL Hs,Exchange/demand reaction
EX_hdl_hs_e,Exchange of HDL Hs,Exchange/demand reaction
EX_HC00005_e,Exchange of ApoB100,Exchange/demand reaction
EX_HC00006_e,Exchange of Apo C1,Exchange/demand reaction
EX_HC00007_e,Exchange of Apo C2,Exchange/demand reaction
EX_HC00008_e,Exchange of Apo C3,Exchange/demand reaction
EX_HC00009_e,Exchange of Apo E,Exchange/demand reaction
DOPASULT4,Dopamine 4-O-Sulfotransferase,Tyrosine metabolism
UDPG4DOPA,Dopamine 4-O-Glucuronidation,Tyrosine metabolism
UDPG3DOPA,Dopamine 3-O-Glucuronidation,Tyrosine metabolism
TYRDOPOX,Tyrosinase: Dopamine Oxidation,Tyrosine metabolism
34DHPEAR,"3, 4-Dihydroxyphenylethanol:NADP+ Reductase",Tyrosine metabolism
DOPA4SFt,Dopamine 4-0-Sulfate Transport (Diffusion),"Transport, extracellular"
EX_dopa4sf_e,Exchange of Dopamine 4-O-Sulfate ,Exchange/demand reaction
DOPA4GLCURt,Dopamine 4-O-Glucuronide Transport,"Transport, extracellular"
EX_dopa4glcur_e,Exchange of Dopamine 4-O-Glucuronide ,Exchange/demand reaction
DOPA3GLCURt,Dopamine 3-O-Glucuronide Transport,"Transport, extracellular"
EX_dopa3glcur_e,Exchange of Dopamine 3-O-Glucuronide ,Exchange/demand reaction
DOPACHRMDC,L-Dopachrome Decarboxylation,Tyrosine metabolism
CE5026t,Transport of 5-S-Glutathionyl-L-Dopa,"Transport, extracellular"
GGTe_1,Gamma-Glutamyltransferase,Tyrosine metabolism
CYSGLYPTASEe_1,Cysteinylglycine Dipeptidase,Tyrosine metabolism
CE1261t,Transport of 5-S-Cysteinyldopa,"Transport, extracellular"
DOPAOQNOX,Dopamine-O-Quinone Oxidase,Tyrosine metabolism
DOPACCL,Dopamine O-Quinone Cyclization,Tyrosine metabolism
DOPAOQCYS,Dopamine-O-Quinone Cysteine Addition,Tyrosine metabolism
LACROX,Leukoaminochrome Autoxidation,Tyrosine metabolism
NADPQNOXR,Dt-Diaphorase: NADP Quinone Oxireductase,Tyrosine metabolism
NADQNOXR,Dt-Diaphorase: NAD Quinone Oxireductase,Tyrosine metabolism
DACT,"2, 3-Dihydro-1H-Indole-5, 6-Dione Tautomerization",Tyrosine metabolism
DACGST,"2, 3-Dihydro-1H-Indole-5, 6-Dione Glutathione Conjugation",Tyrosine metabolism
TYRDHINDOX,"Tyrosinase: 5, 6-Dihydroxyindole Oxygen Oxidoreductase",Tyrosine metabolism
4GLU56DIHDINDt,"Transport of 4-S-Glutathionyl-5, 6-Dihydroxyindoline","Transport, extracellular"
EX_4glu56dihdind_e,"Exchange of 4-S-Glutathionyl-5, 6-Dihydroxyindoline ",Exchange/demand reaction
5CYSDOPAt,Transport of 5-S-Cysteinyldopamine,"Transport, extracellular"
EX_5cysdopa_e,Exchange of 5-S-Cysteinyldopamine ,Exchange/demand reaction
CE5025t,Transport of 5-S-Glutathionyl-Dopamine,"Transport, extracellular"
EX_CE5025_e,Exchange of 5-S-Glutathionyl-Dopamine ,Exchange/demand reaction
CE2172t,"Transport of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline","Transport, extracellular"
EX_CE2172_e,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",Exchange/demand reaction
CE5629t,"Transport of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline","Transport, extracellular"
EX_CE5629_e,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",Exchange/demand reaction
ACER11r,Alkaline Ceramidase 1 (Acer1) Or Alkaline Ceramidase 3 (Acer3),Sphingolipid metabolism
ACER12r,Alkaline Ceramidase 1 (Acer1) Or Alkaline Ceramidase 3 (Acer3),Exchange/demand reaction
ACER21g,Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3),Exchange/demand reaction
ACER22g,Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3),Sphingolipid metabolism
ACER23g,Alkaline Ceramidase 3 (Acer3) Or Alkaline Ceramidase 2 (Acer2),Sphingolipid metabolism
ACER31r,Alkaline Ceramidase 3 (Acer3),Sphingolipid metabolism
BGAL1e,"Beta-Galactosidase, Plasma Membrane",Sphingolipid metabolism
BGAL1l,"Beta-Galactosidase, Lysosomal",Sphingolipid metabolism
BGAL2l,"Beta-Galactosidase, Lysosomal",Sphingolipid metabolism
BGAL3l,"Beta-Galactosidase, Lysosomal",Sphingolipid metabolism
CRMte,Ceramide Diffusion,Sphingolipid metabolism
DES21,Sphingolipid C-4 Hydroxylase (Des2),Sphingolipid metabolism
EX_gd3_hs_e,Exchange/Demand Reaction,Exchange/demand reaction
EX_gluside_hs_e,Exchange/Demand Reaction,Exchange/demand reaction
EX_gm3_hs_e,Exchange/Demand Reaction,Exchange/demand reaction
GA1tl,Ganglioside Ga1 (Asialo Gm1) Endocytosis,"Transport, extracellular"
GALGLUSIDEtg2,Lactosylceramide Endocytosis,"Transport, extracellular"
GALGLUSIDEtl2,Lactosylceramide Endocytosis,"Transport, extracellular"
GBA2e,"Beta-Glucosidase, Plasma Membrane (Gba2)",Sphingolipid metabolism
GD3tg,Ganglioside Gd3 Endocytosis,"Transport, extracellular"
GD3tl,Ganglioside Gd3 Endocytosis,"Transport, extracellular"
GLA2l,"Alpha-Galactosidase, Lysosomal",Sphingolipid metabolism
GLUSIDEte,Vesicle Transport of Glucosylceramide from Golgi to Extracellular,"Transport, extracellular"
GLUSIDEtg,Endocytosis of Glucosylceramide,"Transport, extracellular"
GLUSIDEtl,Endocytosis of Glucosylceramide,"Transport, extracellular"
GM1tg,Ganglioside Gm1 Endocytosis,"Transport, extracellular"
GM1tl,Ganglioside Gm1 Endocytosis,"Transport, extracellular"
GM2tg,Ganglioside Gm2 Endocytosis,"Transport, extracellular"
GM2tl,Ganglioside Gm2 Endocytosis,"Transport, extracellular"
HEXA1l,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism
HEXA2l,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism
HEXA3e,"Hexosaminidase A, Plasma Membrane",Sphingolipid metabolism
HEXAHBl,Hexosaminidase A;Lysosomal Or Hexosaminidase B;Lysosomal,Sphingolipid metabolism
NEU11l,"Sialidase, Lysosomal (Neu1)",Sphingolipid metabolism
NEU21,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism
NEU22,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism
NEU23,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism
NEU24,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism
NEU25,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism
NEU310e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU31e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU32e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU33e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU34e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU35e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU36e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU37e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
NEU38n,"Sialidase, Nucleus (Neu3 Or Neu1)",Sphingolipid metabolism
NEU39e,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism
SMS1S2,Sphingomyelin Synthase 1 Or Sphingomyelin Synthase 2,Sphingolipid metabolism
SMS21e,Sphingomyelin Synthase 2,Sphingolipid metabolism
SMSn,Sphingomyelin Synthase,Sphingolipid metabolism
SPHK11,Sphingosine Kinase 1,Sphingolipid metabolism
